식당이름,메뉴이름,가격
쉐프의콜렉션,고등어회,22000
쉐프의콜렉션,아보카도 생참치 후토마끼 (8pcs),33000
쉐프의콜렉션,대방어 콜렉션 (12pcs),24000
쉐프의콜렉션,우니파스타,27000
쉐프의콜렉션,가라아게,18000
싸움의고수 건대점,간장삼겹살 SET (M),8100
싸움의고수 건대점,비빔막국수,6000
싸움의고수 건대점,1인보쌈 기본 (S),4400
싸움의고수 건대점,1인보쌈 기본 (M),6400
싸움의고수 건대점,1인보쌈 기본 (L),7900
싸움의고수 건대점,1인보쌈 기본 (XL),9400
싸움의고수 건대점,1인보쌈 SET (S),5400
싸움의고수 건대점,1인보쌈 SET (M),7400
싸움의고수 건대점,1인보쌈 SET (L),8900
싸움의고수 건대점,1인보쌈 SET (XL),10400
싸움의고수 건대점,1인삼겹살 기본 (M),6600
싸움의고수 건대점,1인삼겹살 기본 (L),8100
싸움의고수 건대점,1인삼겹살 기본 (XL),9600
싸움의고수 건대점,1인삼겹살 SET (M),7600
싸움의고수 건대점,1인삼겹살 SET (L),9100
싸움의고수 건대점,1인삼겹살 SET (XL),10600
싸움의고수 건대점,마늘보쌈,
싸움의고수 건대점,싸움보쌈,
싸움의고수 건대점,간장보쌈,
싸움의고수 건대점,싸움삼겹살,
서울등심,서울등심 (150g),29000
서울등심,차돌박이 (150g),20000
서울등심,육회 (150g),20000
서울등심,구워먹는 임실치즈 (4pcs),6000
서울등심,차돌박이 된장찌개,7000
제일곱창,야채곱창,8000
제일곱창,야채순대볶음,7000
제일곱창,곱창순대,9000
제일곱창,치즈곱창,9000
제일곱창,알곱창,9000
능동국시,능동국시,7000
능동국시,물냉면,7000
능동국시,비빔냉면,7000
능동국시,회냉면,8000
능동국시,떡만두국,7000
능동국시,왕만두국,7000
능동국시,물만두,5000
능동국시,왕만두,6000
능동국시,감자전,8000
능동국시,도토리묵무침,12000
능동국시,보쌈 (대),37000
능동국시,보쌈 (중),32000
능동국시,보쌈 (소),27000
능동국시,등심 (150g),22000
능동국시,돼지주물럭 (대),35000
능동국시,돼지주물럭 (소),25000
능동국시,콩국수,7000
능동국시,육개장,7000
할머니손칼국수,칼국수,4500
할머니손칼국수,칼제비,4500
할머니손칼국수,수제비,4500
할머니손칼국수,칼만두,5500
할머니손칼국수,만두국,5000
할머니손칼국수,김치만두,
할머니손칼국수,고기만두,
스테이크어스 건대점,'진한 육향' 부챗살 스테이크(S),9900
스테이크어스 건대점,'고소함' 프라임 스테이크(S),9900
스테이크어스 건대점,'육즙가득' 꽃등심 스테이크(220g),19900
스테이크어스 건대점,갈릭 스테이크 필라프,9900
스테이크어스 건대점,특제 스테이크 필라프,9900
신성손칼국수,칼국수,
신성손칼국수,수제비,
신성손칼국수,칼제비,
신성손칼국수,냉콩국수,
신성손칼국수,잔치국수,
신성손칼국수,비빔국수,
KFC 세종대점,치짜구마박스,10200
KFC 세종대점,치짜구마세트,8800
KFC 세종대점,치짜구마,6400
KFC 세종대점,고추콰삭블랙라벨 8조각,23500
KFC 세종대점,고추콰삭블랙라벨 5조각,15400
KFC 세종대점,고추콰삭블랙라벨 3조각,9400
KFC 세종대점,고추콰삭블랙라벨 1조각,3600
KFC 세종대점,켄터키치킨립 5조각,6700
아웃백스테이크하우스 딜리버리건대점,아웃백 스페셜 갈릭 스테이크,30900
아웃백스테이크하우스 딜리버리건대점,짐붐바 스테이크,32900
아웃백스테이크하우스 딜리버리건대점,투움바 파스타,23900
아웃백스테이크하우스 딜리버리건대점,베이비 백립,37900
아웃백스테이크하우스 딜리버리건대점,오지치즈 후라이즈(미듐),9900
아웃백스테이크하우스 딜리버리건대점,카카두 김치그릴러,20900
아웃백스테이크하우스 딜리버리건대점,기브미파이브,35900
연탄돼지갈비 자양점,돼지갈비(250g),10000
연탄돼지갈비 자양점,양념목살(200g),10000
연탄돼지갈비 자양점,양푼김치찌개,10000
연탄돼지갈비 자양점,갈비정식,8000
연탄돼지갈비 자양점,김치찌개,7000
문가네정육식당 구의직영점,소살치살 (180g),13000
문가네정육식당 구의직영점,소갈비살 (180g),13000
문가네정육식당 구의직영점,소부채살 (180g),12000
문가네정육식당 구의직영점,생삼겹살 (180g),10000
문가네정육식당 구의직영점,생항정살 (180g),11000
돈스타,통갈매기살 (180g),14000
돈스타,삼겹살 (180g),14000
돈스타,목살 (180g),14000
돈스타,항정살 (150g),16000
돈스타,돼지갈비 (300g),14000
오늘도,내일도,아메리카노,2800
오늘도,내일도,카페라떼,3400
오늘도,내일도,고구마라떼,4000
오늘도,내일도,녹차라떼,3800
오늘도,내일도,레몬 에이드,4500
갯마을해물탕해물찜아구찜,해물탕 (대),89000
갯마을해물탕해물찜아구찜,해물탕 (소),55000
갯마을해물탕해물찜아구찜,해물찜 (대),85000
갯마을해물탕해물찜아구찜,해물탕 (중),73000
갯마을해물탕해물찜아구찜,해물찜 (소),53000
갯마을해물탕해물찜아구찜,아구찜 (대),75000
갯마을해물탕해물찜아구찜,아구찜 (소),45000
갯마을해물탕해물찜아구찜,꽃게탕 (대),78000
갯마을해물탕해물찜아구찜,꽃게탕 (소),50000
갯마을해물탕해물찜아구찜,산낙지 철판볶음 (1인분),23000
갯마을해물탕해물찜아구찜,알탕,8000
갯마을해물탕해물찜아구찜,동태탕,8000
갯마을해물탕해물찜아구찜,날치알볶음밥,3000
갯마을해물탕해물찜아구찜,해물찜 (중),70000
갯마을해물탕해물찜아구찜,아구찜 (중),60000
갯마을해물탕해물찜아구찜,꽃게탕 (중),65000
갯마을해물탕해물찜아구찜,연포탕(대),70000
갯마을해물탕해물찜아구찜,산낙지회,23000
어멍네고기국수,고기국수,8000
어멍네고기국수,고기국밥,8000
어멍네고기국수,고사리육개장,
세종원,짜장면,4500
세종원,짬뽕,5500
세종원,간짜장,5500
세종원,우동,6500
세종원,울면,6500
세종원,쟁반짜장,7000
세종원,삼선짜장,7500
세종원,삼선짬뽕,8500
세종원,삼선우동,8500
세종원,고추짬뽕,8500
세종원,볶음밥,6000
세종원,짜장밥,6000
세종원,짬뽕밥,6000
세종원,삼선볶음밥,8000
세종원,새우볶음밥,8000
세종원,잡채밥,8000
세종원,삼선짬뽕밥,9000
세종원,송이덮밥,8000
세종원,잡탕밥,12000
세종원,유산슬밥,12000
두끼떡볶이 건대점,일반,8900
두끼떡볶이 건대점,학생 (초/중/고),7900
두끼떡볶이 건대점,소인 (7세이하),4900
맷돌로만,순두부찌개,6000
맷돌로만,굴순두부찌개,7000
맷돌로만,두부젓국,6000
맷돌로만,콩비지전,10000
맷돌로만,두부조림,5000
잇타이,꾸에띠여우 잇타이 (M),13000
잇타이,꾸에띠여우 느아 (M),11000
잇타이,팟타이,13000
잇타이,팟씨유,14000
잇타이,카우팟 쌉빠롯,13000
장원참숯민물장어,간장구이 (마리당),29000
장원참숯민물장어,고추장구이 (마리당),29000
장원참숯민물장어,소금구이 (마리당),29000
뢰베,콜드브루아인슈페너(ICE),6000
뢰베,모카포트라떼,5000
뢰베,밀크티(HOT),5500
뢰베,크림말차라떼,6000
뢰베,크림초콜릿라떼,5500
바른치킨 건대역점,현미바사삭,16900
바른치킨 건대역점,양념치킨,17900
바른치킨 건대역점,간장윙봉,18900
바른치킨 건대역점,통곡물 간장치킨,18900
바른치킨 건대역점,대새레드,21900
바른치킨 건대역점,대새핫블랙,21900
마루샤브 구의점,소고기샤브(평일런치),17800
마루샤브 구의점,해물샤브(평일런치),22000
마루샤브 구의점,한우샤브(평일런치),24000
마루샤브 구의점,소고기샤브(평일디너),23000
마루샤브 구의점,스페셜모듬샤브(평일런치),28000
마루샤브 구의점,해물샤브(평일디너),25000
마루샤브 구의점,한우샤브(평일디너),27000
마루샤브 구의점,스페셜모듬샤브(평일디너),30000
마루샤브 구의점,소고기샤브(주말/공휴일),24000
마루샤브 구의점,해물샤브(주말/공휴일),26000
마루샤브 구의점,한우샤브(주말/공휴일),28000
마루샤브 구의점,스페셜모듬샤브(주말/공휴일),32000
마루샤브 구의점,미취학생(36개월 이상),7000
마루샤브 구의점,초등학생(평일),12000
마루샤브 구의점,초등학생(주말/공휴일),13000
군산아구동태해물찜탕,아구찜 (소),25000
군산아구동태해물찜탕,아구탕 (소),25000
군산아구동태해물찜탕,동태찜 (소),25000
군산아구동태해물찜탕,동태탕,5500
군산아구동태해물찜탕,알탕,9000
웰빙멸치국수,멸치국수,4500
웰빙멸치국수,비빔국수,5500
웰빙멸치국수,열무국수,6000
웰빙멸치국수,웰빙 콩국수,8000
웰빙멸치국수,치즈김밥,3500
달팽이부엌,소불고기 덮밥,9800
달팽이부엌,돈까스정식,9800
달팽이부엌,치즈돈까스정식,12000
달팽이부엌,달부카레세트,11000
타코벨 건대스타시티점,더블 데커타코,3400
타코벨 건대스타시티점,크런치랩,5000
타코벨 건대스타시티점,퀘사디아,5200
타코벨 건대스타시티점,브리또,5600
타코벨 건대스타시티점,브리또 보울,6900
일상식당,일상돈까스,8500
일상식당,치즈돈까스,9500
일상식당,오므라이스,8000
일상식당,오므카레,9500
일상식당,카레라이스,7500
강나루 유황오리주물럭 본점,오리주물럭(반마리),28000
강나루 유황오리주물럭 본점,오리주물럭(한마리),47000
강나루 유황오리주물럭 본점,매콤양념주물럭(반마리),30000
강나루 유황오리주물럭 본점,매콤양념주물럭(한마리),50000
강나루 유황오리주물럭 본점,한방훈제(반마리),30000
탐앤탐스 탐스커버리 건대점,갈릭 버터 브레드,
탐앤탐스 탐스커버리 건대점,카페 아메리카노,
탐앤탐스 탐스커버리 건대점,카페라떼,
탐앤탐스 탐스커버리 건대점,허니 버터 브레드,
탐앤탐스 탐스커버리 건대점,헤이즐넛 라떼,
탐앤탐스 탐스커버리 건대점,싱글오리진 커피,
중화호반닭갈비 아차산점,치즈닭갈비,13000
중화호반닭갈비 아차산점,닭갈비,11000
중화호반닭갈비 아차산점,얼큰막국수,6000
중화호반닭갈비 아차산점,막국수,6000
중화호반닭갈비 아차산점,물만두,4000
우리맛금일푸른바다,바다장어소금구이(소),46000
우리맛금일푸른바다,바다장어회,46000
우리맛금일푸른바다,간재미회,35000
우리맛금일푸른바다,바다장어보양탕(소),46000
우리맛금일푸른바다,간재미무침,35000
줄리앤몰리,아메리카노,2500
줄리앤몰리,캐릭터마카롱,3500
줄리앤몰리,마카오에그타르트,3200
줄리앤몰리,도시락케이크,변동가격
줄리앤몰리,레터링케이크(홀),변동가격
난바다스시 구의본점,1인 사시미,12000
난바다스시 구의본점,광어한판(8P),6500
난바다스시 구의본점,연어한판(8P),6500
난바다스시 구의본점,소고기한판(6P),9500
난바다스시 구의본점,광어회(20pcs),18000
장원칼국수,열무냉면,6000
장원칼국수,콩국수,6000
장원칼국수,닭칼국수,6000
장원칼국수,멸치칼국수,6000
장원칼국수,김치전,5000
울트라곱창,SET A,22000
울트라곱창,SET B,23000
울트라곱창,SET C,20000
울트라곱창,SET D,19000
울트라곱창,쭈꾸미set,22000
울트라곱창,야채곱창 (1인분),7000
울트라곱창,불곱창 (1인분),10000
울트라곱창,울트라곱창 (2~3인분),20000
울트라곱창,막창소금구이 1인분),9000
울트라곱창,막창양념구이 (1인분),9000
울트라곱창,뼈없는 매콤닭발,14000
울트라곱창,닭똥집 소금구이,12000
울트라곱창,닭볶이,14000
울트라곱창,매콤 쭈꾸미볶음,20000
잇타이,꾸에띠여우 잇타이 (M),13000
잇타이,꾸에띠여우 느아 (M),11000
잇타이,팟타이,13000
잇타이,팟씨유,14000
잇타이,카우팟 쌉빠롯,13000
포남딘,퍼보 (M),7000
포남딘,분보웨 (M),8000
포남딘,분리우 꾸어 (M),8000
포남딘,분짜 (M),8000
포남딘,미시오 하이상 (M),8000
소래포구,광어 (소),28000
소래포구,우럭 (소),31000
소래포구,광어+우럭 (중),42000
소래포구,해삼,20000
소래포구,광어세꼬시속초물회 (중),28000
92도,밀크티,5500
92도,쑥우유,4500
92도,쉐이크퐁,5500
스타벅스 건국클래식,토피 넛 라떼,5800
스타벅스 건국클래식,아이스 토피 넛 라떼,5800
스타벅스 건국클래식,토피 넛 프라푸치노,6300
스타벅스 건국클래식,토피 넛 콜드 브루,5800
스타벅스 건국클래식,핑크 캐모마일 릴렉서,6100
스타벅스 건국클래식,아이스 핑크 캐모마일 릴렉서,6100
스타벅스 건국클래식,오늘의 커피,3800
스타벅스 건국클래식,카푸치노,4600
스타벅스 건국클래식,카페 라떼,4600
스타벅스 건국클래식,카페 모카,5100
스타벅스 건국클래식,카페 아메리카노,4100
스타벅스 건국클래식,카라멜 마키아또,5600
스타벅스 건국클래식,화이트 초콜릿 모카,5600
스타벅스 건국클래식,스타벅스 돌체 라떼,5600
스타벅스 건국클래식,자바 칩 프라푸치노,6100
스타벅스 건국클래식,망고 바나나 블렌디드,6300
스타벅스 건국클래식,아이스 자몽 허니 블랙 티,5300
스타벅스 건국클래식,자몽 허니 블랙 티,5300
스타벅스 건국클래식,콜드 브루,4500
스타벅스 건국클래식,디카페인 카페 아메리카노,4400
스타벅스 건국클래식,디카페인 카페 라떼,4900
스타벅스 건국클래식,제주 유기농 말차로 만든 라떼,6100
스타벅스 건국클래식,돌체 콜드 브루,5800
아차산손두부,검정두부,9000
아차산손두부,두부김치,15000
아차산손두부,모두부,6000
아차산손두부,두부전골(소),18000
아차산손두부,두부삼합,23000
옛맛서울불고기 건대점,소 불고기 (300g),16500
옛맛서울불고기 건대점,소고기 뚝배기 불고기 (점심 스패셜),7000
