식당이름,구분,평점,주소,영업시간,전화번호,리뷰수
귀품찬곽만근갈비탕 수유직영점,갈비,3.0,서울 강북구 노해로 3 2층 20~204호,매일 11:00 ~ 22:00,02-902-7400,5
버거킹 수유역점,패스트푸드,2.7,서울 강북구 도봉로 314 삼성화재 수유사옥 1층,매일 09:00 ~ 24:00,070-7462-6837,10
골방집 번동점,사철탕/영양탕,2.8,서울 강북구 한천로 926,,02-993-8200,12
유메초밥 본점,초밥/롤,3.5,서울 강북구 노해로 39 1층,월/화/목/금/토/일 11:30 ~ 24:00,02-903-6411,11
동원식당,쌈밥,5.0,서울 강북구 도봉로 387 2층,매일 11:00 ~ 22:00,02-991-2071,3
단풍관,호프/요리주점,4.5,서울 강북구 한천로139나길 19 1층,영업시간 월~금 17:00 ~ 01:00,,8
수유감자탕,감자탕,4.4,서울 강북구 노해로 11,,02-904-0685,5
강북끝집,불고기/두루치기,4.4,서울 강북구 도봉로8길 62 1층,매일 11:30 ~ 02:00,02-982-7775,5
치치 수유역점,호프/요리주점,0.0,서울 강북구 도봉로87길 6 2층,,02-900-8377,0
명륜진사갈비 미아사거리점,갈비,4.8,서울 강북구 오현로 32,매일 12:00 ~ 23:00,02-987-9966,4
쉐프쿠스토,이탈리안,4.0,서울 강북구 한천로132길 22,월~토 11:30 ~ 22:00,070-4062-9097,8
원조왕십리곱창전문,곱창/막창,4.6,서울 강북구 4.19로 3,영업시간 매일 15:00 ~ 02:00,02-903-2959,8
이화순대국전문,순대,4.2,서울 강북구 노해로 55,월~토 10:00 ~ 22:00,02-997-6039,10
다리원풍천장어,장어,2.7,서울 강북구 노해로8길 2,매일 11:00 ~ 24:00,02-907-7211,3
황성,중화요리,3.2,서울 강북구 4.19로 55,매일 11:30 ~ 22:00,02-992-0846,11
용두동쭈꾸미,해물/생선,4.0,서울 강북구 월계로7나길 38,,02-980-2826,11
S서서갈비 미아사거리점,갈비,3.7,서울 강북구 오패산로31길 48 1층,매일 12:00 ~ 01:00,02-981-3392,3
소희네,제과/베이커리,4.0,서울 강북구 월계로7나길 39 2층,월/화/수/목/금/일 11:00 ~ 20:00,,10
하늘아래작은마을,한식,2.7,서울 강북구 삼양로181길 253,매일 11:00 ~ 23:00,02-998-5561,6
아웃백스테이크하우스 미아점,패밀리레스토랑,4.6,서울 강북구 도봉로 62 롯데백화점 9층,매일 10:30 ~ 22:00,02-944-2661,13
선운산장,한식,3.7,서울 강북구 삼양로173길 218,매일 06:00 ~ 22:00,02-995-1543,3
진정성중식당,중화요리,4.5,서울 강북구 도봉로29길 10 1층,매일 11:00 ~ 21:00,02-988-0339,2
천유향샤브샤브훠궈뷔페 수유점,샤브샤브,4.7,서울 강북구 한천로 1042 2층,매일 11:00 ~ 24:00,02-904-5888,7
의정부부대찌개,찌개/전골,3.8,서울 강북구 도봉로6길 12,매일 09:00 ~ 00:30,02-980-8068,4
마시미트,양식,4.0,서울 강북구 숭인로 65-12,영업시간 월~토 16:00 ~ 24:00,070-4125-0927,5
삼양동순대떡볶이,분식,3.0,서울 강북구 삼양로 246,둘째/넷째 화요일,,25
투썸플레이스 미아테라스파크점,커피전문점,3.2,서울 강북구 삼양로27길 43 테라스파크 2층,매일 08:30 ~ 23:00,02-985-2355,6
섬진강민물장어전문,장어,4.0,서울 강북구 한천로 1151,매일 11:30 ~ 22:00,02-993-9545,2
할리스 수유사거리점,커피전문점,4.8,서울 강북구 도봉로82길 11 2~4층,월~금 08:00 ~ 23:00,070-5226-1999,10
플레이버,햄버거,4.3,서울 강북구 덕릉로41길 100,매일 11:00 ~ 22:00,02-6052-3869,19
아띠랑스,디저트카페,5.0,서울 강북구 4.19로 42-1 1층,매일 10:00 ~ 23:00,,1
신의주부대찌개 수유리점,찌개/전골,2.3,서울 강북구 한천로131길 7,매일 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 18:00,02-992-1444,7
두메골,족발/보쌈,4.0,서울 강북구 삼양로 187,,02-984-8080,14
미녀갈비,갈비,3.0,서울 강북구 도봉로87길 26-19,영업시간 월~금 14:00 ~ 23:00,02-904-8804,3
애정훠궈,중화요리,4.6,서울 강북구 한천로139길 39 2층,매일 12:00 ~ 01:00,,5
바다포차,회,2.0,서울 강북구 도봉로8길 31,영업시간 매일 13:00 ~ 01:00,,4
오늘통닭 수유본점,치킨,3.4,서울 강북구 도봉로 384,월/화/수/목/일 11:00 ~ 24:00,02-994-0964,11
김밥은...,분식,4.2,서울 강북구 한천로 1016 1층,매일 08:00 ~ 20:30,02-999-4225,16
진양소곱창,곱창/막창,4.0,서울 강북구 도봉로95길 20,,02-903-8132,3
소먹으면돼지 수유점,육류/고기,1.0,서울 강북구 도봉로87길 46,매일 11:00 ~ 03:30,02-999-9266,3
짱곱창,곱창/막창,3.6,서울 강북구 솔매로 117-1,영업시간 월~토 17:00 ~ 24:00,02-984-4780,9
베틀아구찜 베틀1호점,아구,4.0,서울 강북구 한천로131길 27,매일 11:30 ~ 22:50,02-991-4414,5
육회&연어,해물/생선,2.5,서울 강북구 월계로3길 69,,02-988-7697,11
장곱창,곱창/막창,3.4,서울 강북구 한천로 1047,영업시간 매일 17:00 ~ 05:00,02-904-2050,7
최고집해물찜칼국수,국수,4.0,서울 강북구 삼양로27길 95,,02-980-8904,7
이흥선참치 미아직영점,참치회,3.5,서울 강북구 도봉로10길 40 1층,,02-988-1879,8
삼양시장떡볶이순대,떡볶이,2.5,서울 강북구 솔매로 46,매일 10:00 ~ 22:00,,2
왕십리구이곱창,곱창/막창,3.0,서울 강북구 월계로7나길 41,매일 00:00 ~ 24:00,02-985-4179,5
문가네정육식당 수유본점,육류/고기,2.5,서울 강북구 한천로 1077 1~2층,매일 12:00 ~ 03:00,02-996-4456,2
와우왕십리곱창,곱창/막창,2.3,서울 강북구 노해로 97 1층,영업시간 월~금 16:00 ~ 02:00,02-906-0035,3
셀프장어세상직판장 미아점,장어,3.3,서울 강북구 도봉로 90 1층,,02-980-6007,7
라포레스타,이탈리안,3.3,서울 강북구 월계로 173 꿈의숲 1층,,02-2289-5460,4
카페백야,카페,4.9,서울 강북구 노해로21길 7 1층,월~토 11:00 ~ 22:00,,7
한옥쌈밥,쌈밥,4.6,서울 강북구 도봉로10다길 9,,0504-1400-5219,7
시골농장,육류/고기,4.0,서울 강북구 한천로 1178,,02-902-8895,3
돝제주흑돼지 본점,육류/고기,4.7,서울 강북구 솔샘로 289 1층,영업시간 매일 16:00 ~ 23:00,02-989-9589,12
월곡동전라도곱창,곱창/막창,4.6,서울 강북구 월계로7나길 28,영업시간 매일 15:00 ~ 01:00,02-980-9903,9
월드보드카페,보드카페,5.0,서울 강북구 도봉로87길 9 4층,영업시간 월~목 13:00 ~ 24:00,02-6959-3213,5
산이네,한식,4.6,서울 강북구 4.19로 86,매일 10:00 ~ 24:00,02-900-2881,20
엔제리너스 미아삼거리역점,커피전문점,3.0,서울 강북구 도봉로10나길 4,매일 08:00 ~ 24:00,02-987-0047,1
얌미타이,태국음식,4.1,서울 강북구 오패산로31길 43 1층,매일 11:30 ~ 23:00,02-790-0371,14
오케이크 수유점,제과/베이커리,4.3,서울 강북구 도봉로87길 38 1층 102호,매일 10:00 ~ 23:30,02-6953-9033,3
숲속앵두나무,애견카페,4.0,서울 강북구 덕릉로40다길 33-38,월~토 11:00 ~ 20:00,02-773-2517,2
엔제리너스 수유역점,커피전문점,2.9,서울 강북구 도봉로 333,매일 00:00 ~ 24:00,02-994-8556,17
초원가든,한식,5.0,서울 강북구 삼양로181길 251,,02-993-3702,1
화로몽 미아사거리점,닭요리,5.0,서울 강북구 월계로3길 66-3,,070-8991-2151,6
피자글릭 강북점,피자,4.2,서울 강북구 오패산로 381 1층,매일 11:00 ~ 22:30,02-993-2244,5
장강기사식당,기사식당,3.4,서울 강북구 수유로 62-1,월~토 10:00 ~ 21:00,02-900-3327,8
시래기화덕생선구이,해물/생선,3.6,서울 강북구 4.19로 61-1 1층,매일 06:00 ~ 22:00,02-999-5933,19
마포감자국,한식,4.5,서울 강북구 삼양로 501,영업시간 매일 15:30 ~ 24:00,02-903-1132,11
솔방천,해물/생선,3.0,서울 강북구 한천로144길 75,매일 11:30 ~ 22:30,02-906-4096,2
스시신,초밥/롤,4.0,서울 강북구 도봉로95길 17,,02-997-1616,3
할머니왕족발보쌈,족발/보쌈,4.0,서울 강북구 노해로8가길 12,매일 10:00 ~ 24:00,02-907-9983,7
스타벅스 파라스파라서울점,커피전문점,5.0,서울 강북구 삼양로 689,매일 08:00 ~ 20:00,1522-3232,7
연포생선구이전문점,해물/생선,2.7,서울 강북구 덕릉로28길 65,,02-984-5592,6
성공돈가츠,돈까스/우동,4.1,서울 강북구 수유로 82,매일 11:00 ~ 22:30,02-994-1528,13
맨덜리,카페,5.0,서울 강북구 수유로 18,월/화/목/금/토/일 11:00 ~ 22:00,02-980-3721,10
이씨부엌,일본식주점,4.4,서울 강북구 노해로8가길 32,영업시간 매일 16:00 ~ 04:00,02-993-3155,7
삼천포,삼겹살,1.6,서울 강북구 한천로 1052,,02-998-3447,5
사리원돼지국밥 덕성여대점,국밥,4.2,서울 강북구 삼양로 530,,02-6405-9898,10
속초할머니감자탕,감자탕,4.7,서울 강북구 인수봉로58길 4-11,영업시간 매일 17:00 ~ 23:00,02-907-3590,23
웰빙옹심이 메밀칼국수,국수,4.2,서울 강북구 노해로 99-1,,02-992-9966,10
오늘술집주다방 수유점,호프/요리주점,0.0,서울 강북구 한천로139길 42 지하1층 101호,월~금 19:00 ~ 18:00,,0
호남해물탕,해물/생선,3.3,서울 강북구 한천로139길 42,매일 11:00 ~ 24:00,02-996-7582,3
산두부집,두부전문점,4.0,서울 강북구 삼양로173길 61,,02-903-3532,12
대가원 수유점,육류/고기,4.8,서울 강북구 한천로 1064,매일 11:00 ~ 24:00,02-999-0444,9
스시와다,초밥/롤,4.4,서울 강북구 덕릉로 88,매일 11:30 ~ 23:30 · 브레이크타임 매일 15:30 ~ 17:00,02-980-7590,7
베이징양꼬치 수유점,양꼬치,4.5,서울 강북구 한천로 1040 2층,영업시간 매일 14:30 ~ 02:30,,10
카페다담,디저트카페,4.5,서울 강북구 덕릉로 64,매일 10:00 ~ 23:00,010-9476-2098,4
명륜진사갈비 서울수유본점,갈비,1.9,서울 강북구 한천로 1074,월~금 12:00 ~ 22:40 · 브레이크타임 월~금 15:00 ~ 16:00,02-999-8002,23
일공공키친 수유4.19탑점,샤브샤브,3.5,서울 강북구 4.19로 65,매일 11:00 ~ 22:00,02-997-1010,6
노랑통닭 미아점,치킨,3.0,서울 강북구 도봉로10가길 16,영업시간 매일 14:00 ~ 03:00,02-989-8882,5
동네맛집족발 수유동점,족발/보쌈,5.0,서울 강북구 도봉로87길 23,매일 12:00 ~ 04:00,02-998-7774,2
우리할매떡볶이 수유점,떡볶이,4.3,서울 강북구 노해로 55,,02-902-1007,4
파리바게뜨 카페수유역점,제과/베이커리,2.5,서울 강북구 도봉로 337,매일 07:00 ~ 24:00,02-907-8202,17
수산시장 수유분점,회,5.0,서울 강북구 노해로 41 동아빌딩 1층,영업시간 매일 15:00 ~ 03:00,,1
라와마라탕 본점,중식,1.1,서울 강북구 도봉로8길 28-1,매일 11:00 ~ 04:00,02-6339-8785,9
하오런,중식,2.4,서울 강북구 오현로 137 번동주상복합상가 1층,화~토 11:30 ~ 21:30 · 브레이크타임 화~금 14:30 ~ 17:00,02-980-9693,9
우촌식당,한식,2.8,서울 강북구 삼양로173길 27,,02-993-3854,4
모록도새기,육류/고기,4.6,서울 강북구 한천로140길 11-3,영업시간 매일 17:00 ~ 24:00,02-990-3337,5
어사출또 수유점,회,3.0,서울 강북구 한천로140길 25,,02-900-3775,6
구석집 수유점,해물/생선,0.0,서울 강북구 노해로 53 1층,매일 11:30 ~ 22:00,,0
공릉동닭한마리 수유점,닭요리,5.0,서울 강북구 덕릉로28길 45,매일 10:00 ~ 23:00,02-987-5678,2
고봉함박,돈까스/우동,3.6,서울 강북구 오패산로77길 10 1층,,02-989-1577,10
마루국시 미아직영점,한식,2.5,서울 강북구 도봉로 242 한국전력 강북지역 전력설비관리동 2층,매일 11:30 ~ 21:30,02-980-2400,4
투썸플레이스 북서울꿈의숲점,커피전문점,2.2,서울 강북구 월계로 183 1층,매일 09:00 ~ 22:30,02-542-7711,14
블링마카롱,제과/베이커리,3.3,서울 강북구 삼양로74길 62 1층,,02-984-2727,3
두부의신 본점,두부전문점,4.0,서울 강북구 4.19로 34 1층,매일 08:30 ~ 21:00,02-6489-4193,1
도미노피자 번동점,피자,3.5,서울 강북구 덕릉로 147,매일 11:30 ~ 21:30,02-904-3084,11
써브웨이 수유역점,샌드위치,3.7,서울 강북구 오패산로 417,매일 08:00 ~ 22:00,02-998-1641,19
페넬로페,호프/요리주점,4.3,서울 강북구 노해로8길 1,매일 11:30 ~ 22:00,02-908-0298,19
도미노피자 미아점,피자,3.5,서울 강북구 삼양로24길 19 현대성우아파트 102동 101호,매일 11:30 ~ 21:30,02-989-3044,4
청년다방 서울수유점,떡볶이,3.3,서울 강북구 한천로139길 33,매일 11:00 ~ 22:30,02-904-3774,21
남도묵은지 수유점,한식,5.0,서울 강북구 한천로140길 23-6 삼성빌딩 1층,월~토 11:00 ~ 22:00,02-902-5264,4
계곡산장,한식,4.0,서울 강북구 4.19로30길 2-8,매일 10:00 ~ 22:00,02-902-3168,1
가문,중화요리,4.0,서울 강북구 노해로 13,,02-990-0107,9
풍천민물장어,장어,4.5,서울 강북구 한천로 1170-1,,02-996-7288,4
수유손만두,분식,0.0,서울 강북구 노해로32길 38,월~토 11:00 ~ 21:30,02-3431-1498,0
패티앤빅 왕돈가스전문점 광산점,돈까스/우동,4.2,서울 강북구 삼각산로 158,,02-903-3343,6
오늘맑음,디저트카페,5.0,서울 강북구 4.19로17길 14-1 1층,,02-6465-6460,3
카페두두,카페,3.3,서울 강북구 도봉로98길 56,매일 11:00 ~ 22:00,02-900-2480,3
명륜진사갈비 서울미아점,갈비,1.3,서울 강북구 미아동 811-1 두산위브트레지움아파트,매일 12:00 ~ 23:00,02-981-6669,196
미분당 수유점,베트남음식,4.2,서울 강북구 오패산로 410 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-6449-1205,15
항아리찜칼국수,국수,2.5,서울 강북구 한천로139길 7-9,,02-997-6944,4
콩마루감자탕 본점,감자탕,5.0,서울 강북구 한천로 1128,매일 10:00 ~ 01:00,02-991-5568,3
고향산천,오리,2.3,서울 강북구 도봉로 171,매일 10:00 ~ 23:00,02-981-5959,3
신고집,한식,3.7,서울 강북구 한천로109길 72,,02-988-3281,7
e어도참치 수유점,참치회,2.8,서울 강북구 도봉로 296 양덕빌딩 1층,매일 11:00 ~ 01:00,02-990-0037,9
던킨도너츠 강북구청사거리점,도넛,3.4,서울 강북구 도봉로 358 1층 102호,매일 07:00 ~ 23:00,02-999-1012,5
대구반야월막창 서울우이점,곱창/막창,5.0,서울 강북구 삼양로 459,영업시간 매일 16:00 ~ 01:00,02-990-3987,7
산이야,쌈밥,4.0,서울 강북구 삼양로181길 201-8,,02-900-7557,4
쭈꾸미달인 수유점,해물/생선,4.7,서울 강북구 노해로 42-1 1층,영업시간 매일 16:00 ~ 03:00,02-993-3007,11
신일기사식당,기사식당,4.9,서울 강북구 오패산로 383,월~토 09:00 ~ 22:00,02-992-9186,9
물속세상,회,3.6,서울 강북구 노해로8길 22,매일 10:00 ~ 02:00,02-908-3388,5
통영산꼼장어,장어,2.3,서울 강북구 덕릉로 93-10,영업시간 매일 15:00 ~ 02:00,02-902-9202,3
바우네곱창,곱창/막창,4.0,서울 강북구 한천로132길 57 1층,영업시간 매일 17:00 ~ 24:00,02-903-7898,2
정스시,초밥/롤,4.3,서울 강북구 한천로 1039,,02-900-9018,8
맥도날드 미아역점,패스트푸드,2.3,서울 강북구 도봉로 204,매일 07:00 ~ 02:00,070-7017-6856,16
경참치,참치회,4.0,서울 강북구 도봉로82길 26 1층,영업시간 매일 14:00 ~ 02:00,02-900-0859,2
수유닭한마리 수유동본점,닭요리,4.5,서울 강북구 노해로 11,화요일,02-998-8952,6
한우고기농장,육류/고기,4.0,서울 강북구 삼양로173길 102,매일 11:00 ~ 22:00,02-990-9365,3
까미노빵집,제과/베이커리,4.6,서울 강북구 4.19로 61,화요일,02-902-0409,17
은수식당,육류/고기,4.0,서울 강북구 한천로 1063,영업시간 매일 16:00 ~ 24:00,02-907-1139,7
화로몽 수유역점,닭요리,4.3,서울 강북구 노해로8가길 18,영업시간 매일 16:30 ~ 02:00,02-990-2151,12
동태한그릇,해물/생선,3.4,서울 강북구 솔매로50길 29,매일 11:00 ~ 22:00,02-983-1117,11
서당골,한식,2.3,서울 강북구 한천로 1153,매일 11:00 ~ 21:30,02-900-7797,6
오봉집 미아점,한식,3.0,서울 강북구 솔매로46길 6 1층,매일 11:00 ~ 23:00,02-980-6674,1
롯데리아 번동DT점,패스트푸드,3.4,서울 강북구 한천로 963,매일 08:00 ~ 02:00,02-998-3330,11
올뜨레 마레,이탈리안,5.0,서울 강북구 도봉로87길 6,매일 11:30 ~ 23:00,,4
미야리대게락,게/대게,3.3,서울 강북구 월계로 37,화~일 12:00 ~ 23:00,,3
솔샘칼국수보쌈,국수,5.0,서울 강북구 솔샘로50길 9,화~일 11:00 ~ 21:30 · 브레이크타임 화~일 14:30 ~ 16:30,02-6228-0471,5
뽀빠이족발,족발/보쌈,3.6,서울 강북구 한천로140길 30,,02-902-7725,5
영자네곱창 본점,곱창/막창,3.2,서울 강북구 솔매로 59,,02-988-5588,5
안성손칼국수,국수,3.9,서울 강북구 노해로 31,월~토 10:00 ~ 21:00,02-908-7981,10
우이동소문난족발,족발/보쌈,5.0,서울 강북구 삼양로 645,,02-900-8876,5
몽브루,카페,2.1,서울 강북구 4.19로 105,월~금 11:00 ~ 23:00,02-904-1003,20
타이거슈가 수유점,카페,5.0,서울 강북구 도봉로 347 1층,월/화/수/목/일 11:00 ~ 23:00,,3
돈돈,돈까스/우동,4.8,서울 강북구 4.19로2길 10 1층,월/화/수/목/금/일 11:00 ~ 21:00 · 브레이크타임 월/화/수/목/금/일 16:00 ~ 17:00,02-6949-0246,10
크리스피크림도넛 미아점,도넛,5.0,서울 강북구 도봉로 62 롯데백화점 미아점 지하2층,월~목 10:30 ~ 20:00,02-944-1970,2
맘스터치 수유역점,패스트푸드,2.0,서울 강북구 도봉로87길 7 2층,매일 11:00 ~ 22:00,02-992-5050,13
크래미김밥우동집 본점,분식,4.0,서울 강북구 노해로 117,화~일 11:30 ~ 21:00,02-997-2727,9
개성손만두요리전문점 우이점,한정식,4.2,서울 강북구 삼양로 638,,02-3492-9988,6
산마루쉼터,한식,4.9,서울 강북구 4.19로12길 41,,,7
담소두부,두부전문점,4.9,서울 강북구 삼각산로 57,,,12
스타짬뽕,중화요리,4.0,서울 강북구 노해로 91 진흥빌딩 1층,,02-990-2280,8
동대문엽기떡볶이 수유점,떡볶이,2.8,서울 강북구 덕릉로 93 삼보힐오피스텔 1층,매일 11:00 ~ 01:30,02-997-8591,6
섬마을조개구이,조개,5.0,서울 강북구 도봉로 377,,02-905-9847,2
천지회수산,회,5.0,서울 강북구 삼각산로 133,영업시간 매일 15:00 ~ 24:00,02-904-7894,2
1989마라탕,중화요리,3.0,서울 강북구 덕릉로28길 49,화요일,02-6397-6267,4
돌깨마을맷돌순두부 수유점,두부전문점,3.5,서울 강북구 오패산로 411,매일 00:00 ~ 24:00,02-905-3388,8
석관동떡볶이 수유점,떡볶이,2.3,서울 강북구 도봉로87길 14,매일 12:00 ~ 24:00,02-993-1674,13
일미집 2호점,육류/고기,1.0,서울 강북구 도봉로4길 34,영업시간 월~토 16:00 ~ 24:00,02-983-5599,1
범프리카인생치킨 미아점,치킨,5.0,서울 강북구 솔샘로 291 1층 104호,영업시간 월~금 15:00 ~ 01:30,02-985-7896,2
홍능족발1977 수유점,족발/보쌈,2.3,서울 강북구 수유로 75,영업시간 화~일 13:00 ~ 24:00,02-999-8922,4
서울 국시칡냉면칼국수,국수,5.0,서울 강북구 덕릉로 13,,02-900-3392,3
맘스터치 미아사거리역점,패스트푸드,3.1,서울 강북구 도봉로10길 26 1층/지하1층,,02-6326-9707,9
키즈필 미아본점,키즈카페,3.0,서울 강북구 솔샘로 327 테마빌딩 지층,매일 10:00 ~ 21:00,1566-9210,2
