식당이름,메뉴,가격
서울서둘째로잘하는집,단팥죽,7000
서울서둘째로잘하는집,식혜,5000
서울서둘째로잘하는집,십전대보탕,7000
서울서둘째로잘하는집,생각대추차,5000
서울서둘째로잘하는집,수정과,6000
대성집,도가니탕,12000
대성집,수육,22000
대성집,도가니탕 (특),15000
포탈라 종로점,듁빠 (고기),12000
포탈라 종로점,쵸우민 (믹스),12000
포탈라 종로점,따와마실라 커리,14000
포탈라 종로점,버터치킨커리,14000
포탈라 종로점,말라이 코프타,15000
혜화양육관,양스테이크갈비,24000
혜화양육관,양꼬치,14000
혜화양육관,양갈비살꼬치,15000
아키비스트,아인슈페너,6000
아키비스트,아메리카노,5000
아키비스트,카페라떼,5500
아키비스트,아몬드 밀크티,6000
아키비스트,자몽에이드,7000
드엠,커피,4000
드엠,얼그레이 프렌치블루,6000
드엠,피치,6000
드엠,루즈 부르동,6000
드엠,떼 누아,6000
이경문순대곱창,순대곱창전골 (소),25000
이경문순대곱창,순대곱창전골 (중),30000
이경문순대곱창,순대곱창전골 (대),35000
이경문순대곱창,사골순대국,7000
이경문순대곱창,모듬순대고기 (소),13000
도트블랭킷,아메리카노,4000
도트블랭킷,허니리코타블랭킷,8000
도트블랭킷,과콰몰레 쉬림프 블랭킷,9000
도트블랭킷,아보카도 베이컨 블랭킷,9000
도트블랭킷,한끼 든든 아보카도 파스타 샐러드,12500
한일식당,황태구이,9000
한일식당,삼치구이,9000
한일식당,고등어구이,9000
별궁식당,파전,12000
별궁식당,도토리묵,10000
별궁식당,보쌈,30000
별궁식당,간재미회,20000
저팔계식당,사천마라탕,12900
저팔계식당,꿔바로우,17900
저팔계식당,홍샤로우 덮밥,11900
저팔계식당,마라 홍샤삼겹살,19900
저팔계식당,마라 홍샤등갈비,19900
조우,앤쵸비 스파게티,17000
조우,먹물리조또,22000
조우,마르게리타,20000
조우,풍기피자,25000
조우,그릴등심과 구운야채,40000
Mune,아메리카노 (HOT),4500
Mune,아몬드라떼,6000
Mune,생과일에이드,6500
Mune,유기농 버터토스트,5000
Mune,아메리카노 세트,8500
절벽,오뎅탕,9000
절벽,삼치구이,11000
절벽,돼지구이,10000
절벽,대합탕,12000
절벽,곰장어구이,14000
비원떡집,쌍개피떡,3000
비원떡집,두텁떡,3500
비원떡집,찹쌀떡,2000
비원떡집,약식,3500
고가빈커리하우스,오믈렛카레,11800
고가빈커리하우스,버터 치킨카레,12800
고가빈커리하우스,양식집 비프커리,12500
고가빈커리하우스,베지터플 빈달루,11800
고가빈커리하우스,비프 토마토 카레,14500
멜팅샵X치즈룸,쉘 크랩 팝오버와 치커리 샐러드,27400
멜팅샵X치즈룸,소꼬리찜리조또,34000
멜팅샵X치즈룸,라코타치즈멜트앤비스크,19500
멜팅샵X치즈룸,피스타치오 크림파스타,23000
멜팅샵X치즈룸,트러플파케리파스타,26000
자하손만두 부암동 본점,만두국,13000
자하손만두 부암동 본점,떡만두국,13000
자하손만두 부암동 본점,김치만두,6500
자하손만두 부암동 본점,빈대떡 (소),9000
자하손만두 부암동 본점,만두전골 3인 (소),41000
누하의숲,치킨남방정식,12000
더마켓키친 포시즌스호텔 서울,조식,50000
더마켓키친 포시즌스호텔 서울,평일 점심,95000
더마켓키친 포시즌스호텔 서울,평일 저녁,118000
더마켓키친 포시즌스호텔 서울,주말 브런치,111000
더마켓키친 포시즌스호텔 서울,주말 저녁,118000
샐러드셀러,단호박 수프 (S),4000
샐러드셀러,퀴노아 그레인 보울,13000
샐러드셀러,아보카도 샐러드,12500
샐러드셀러,애플 루꼴라 샌드위치,10000
샐러드셀러,베이컨 칠리카도 샌드위치,11500
서울케밥,치킨케밥,5500
서울케밥,양고기케밥,6900
서울케밥,매콤치즈소고기케밥,7500
서울케밥,치킨도너,6900
서울케밥,양고기도너,7900
쥬에,바삭한 돼지 바비큐,39000
쥬에,런치 남작 코스,78000
쥬에,런치 주작 코스,138000
쥬에,디너 백작 코스,108000
쥬에,디너 후작 코스,148000
오스테리아 오르조,트러플 프렌치프라이즈,9000
오스테리아 오르조,한우안심 카르파치오,28000
오스테리아 오르조,화이트라구 파스타,27000
오스테리아 오르조,우니 파스타,29000
오스테리아 오르조,채끝등심 스테이크 (100g),34000
야상해,소룡보 (4ea),6000
야상해,부추만두 (10ea),6000
야상해,지짐만두 (4ea),6000
야상해,사천소면,6000
야상해,상해식동파육,15000
야스노야지로,오스스메 셋트 (240g),35000
야스노야지로,지로오리지널페어링,30000
야스노야지로,징기스칸 생 양고기 (100g),12000
야스노야지로,카타마리 생양고기 (1000g),13000
야스노야지로,라무 탄 (100g),13000
북천,브라운돈가스,10000
북천,브라운치킨가스,10000
북천,로스가스,10000
북천,화이트돈가스,13000
북천,크림우동,9000
남박,한우 쌀국수,12000
남박,얼큰 한우 쌀국수,13000
남박,한우 수육 반접시,12000
아티장베이커스 한남점,고구마치즈사워도우,4000
아티장베이커스 한남점,치즈올리브사워도우,5500
아티장베이커스 한남점,크루아상,3000
아티장베이커스 한남점,우유크림빵,1500
브라이리퍼블릭 이태원점,Banger Platter,18000
브라이리퍼블릭 이태원점,Lamb Potato,23000
브라이리퍼블릭 이태원점,Lamb Sweet Potato,24000
브라이리퍼블릭 이태원점,Karoo Surf and Turf,33000
브라이리퍼블릭 이태원점,Meat Platter,36000
호머 본점,스파이시 라구 피자 (1조각),6000
호머 본점,화이트 트러플 피자 (1조각),6500
호머 본점,치즈 피자 (1조각),4500
호머 본점,소프레사타 피자 (1조각),5500
호머 본점,스파이스 라구 피자 ,36000
오제제,키츠네 우동,9000
오제제,토마토 크림 우동,13000
오제제,냉소바,9000
오제제,라임소바,10000
오제제,안심돈가츠,13000
정민,와사비 크림 새우 (6마리),18000
정민,와사비 크림 새우 (8마리),22000
정민,깐풍새우,22000
정민,해산물 짬뽕밥,10000
정민,소고기 가지 덮밥,10000
몽크스부처,비욘드버거,18000
몽크스부처,블랙올리브 갓 파스타,27000
몽크스부처,컬리플라워 스테이크,18000
몽크스부처,미나리크림 파스타,27000
엘초코데떼레노,이베리코 베요타 하몽,40000
엘초코데떼레노,OLAGARROA,25000
엘초코데떼레노,TXORIZO,15000
엘초코데떼레노,FOIE,30000
엘초코데떼레노,IZKIRA,20000
치즈플로,얼린 염소치즈와 배,16000
치즈플로,프로마쥬 블랑 과일 샐러드,17000
치즈플로,채끝 등심 스테이크 (180g),37000
치즈플로,,새우대구쵸리죠 알 아히요 스파게티
치즈플로,치즈 플레이트 (2종),21000
꾸잉,양지쌀국수,10000
꾸잉,전통분짜,14000
꾸잉,새우볶음밥,10000
꾸잉,넴,7000
꾸잉,분버싸오(비빔국수),13000
부토,베지테리안 사시미,25000
부토,편육,20000
부토,가지 멘보샤,19000
부토,청어알 비빔면,25000
부토,LA 갈비,38000
이태원소주집,닭뽕탕,25000
이태원소주집,대륙탕,25000
이태원소주집,크림오뎅탕,23000
이태원소주집,소파게티,18000
이태원소주집,빠다치킨,18000
용산양꼬치,양다리통구이 (kg당),40000
용산양꼬치,고급갈비 (250g),25000
용산양꼬치,꿔바오러우 (소),12000
용산양꼬치,사천훠궈,15000
용산양꼬치,마라탕,10000
쿠촐로오스테리아,포르게타,33000
쿠촐로오스테리아,카치오페페,26000
쿠촐로오스테리아,트러플 타자린,33000
쿠촐로오스테리아,화이트라구 타자린,27000
쿠촐로오스테리아,소고기안심 까르파치오,27000
롸카두들내쉬빌핫치킨 이태원점,더클래식,7700
롸카두들내쉬빌핫치킨 이태원점,그랜파,7900
롸카두들내쉬빌핫치킨 이태원점,수프림 씨,8900
롸카두들내쉬빌핫치킨 이태원점,오리지날 갱스타,6900
롸카두들내쉬빌핫치킨 이태원점,후라이드 치킨 (2조각),5500
하시엔다 본점,트레디셔널 과카몰리,11000
하시엔다 본점,하드코어 과카몰리,11000
하시엔다 본점,멕시칸 윙스,13000
하시엔다 본점,포크립 타코 (2tacos),8500
하시엔다 본점,치킨 퀘사디아,14000
르페셰미뇽,아메리카노,5000
르페셰미뇽,아이스크림,6000
르페셰미뇽,아이스초코,7500
매덕스피자 본점,치즈 피자 (1조각),4800
매덕스피자 본점,페퍼로니 피자 (1조각),5400
매덕스피자 본점,마르게리타 피자 (1조각),6700
매덕스피자 본점,초리소 피자 (1조각),6200
매덕스피자 본점,시칠리안 피자 (1조각),5400
레호이 소월길 본점,반쎄오,16000
레호이 소월길 본점,반미 샌드위치,7000
레호이 소월길 본점,분차,12000
레호이 소월길 본점,껌가(덮밥),12000
레호이 소월길 본점,퍼보(소고기쌀국수),12000
카사블랑카,베지 샌드위치,8000
카사블랑카,램 칠리 샌드위치,9000
카사블랑카,스파이시 쉬림프 샌드위치,9000
카사블랑카,렌틸 스프,4000
카사블랑카,스파이시 캐럿 샐러드,4000
페트라,홈머스,8000
페트라,팔라펠,11000
페트라,치킨 비리아니,16000
페트라,양 막로바,18000
페트라,양갈비 케밥,22000
모로코코 카페,양고기타진,12000
모로코코 카페,레몬치킨타진,12000
모로코코 카페,당근 샐러드,7000
모로코코 카페,모로코 덮밥,9000
플랜트 2호점,시저샐러드,13000
플랜트 2호점,템페레인보우랩,13500
플랜트 2호점,렌틸베지볼,12500
플랜트 2호점,비리야니가던볼,14500
플랜트 2호점,플랜트치즈버거,13000
네키드윙즈,플래터 (싱글),16500
네키드윙즈,플래터 (파티),62000
네키드윙즈,저스트윙 (15개),17500
네키드윙즈,순살윙 (21개),18000
네키드윙즈,슈스트링 감자튀김,4500
챔프커피 2작업실,블랙커피,3500
챔프커피 2작업실,챔프커피,4500
챔프커피 2작업실,퀸즈커피,5500
챔프커피 2작업실,진달레,5000
챔프커피 2작업실,리스트레토,3500
파이프그라운드,링귀네레드라구,18000
파이프그라운드,리가토니화이트라구,20000
파이프그라운드,페퍼로니피자,18000
파이프그라운드,트리플치즈피자,19000
파이프그라운드,옥수수피자,20000
라구,할머니 라구 파스타,17000
라구,투데이 스테이크,17000
라구,울프 스테이크,27000
라구,특별부위스테이크,42000
비스트로 루틴,프렌치 어니언 스프,15000
비스트로 루틴,부라타치즈 토마토 샐러드,16000
비스트로 루틴,까망베르 감자그라탕,23000
비스트로 루틴,오리가슴살 스테이크,27000
비스트로 루틴,이베리코 뼈등심 스테이크,29000
스티키리키,한가지맛 컵/콘,4000
스티키리키,두가지맛 컵/콘,6000
스티키리키,세가지맛 컵,8000
남영돈,삼겹살,14000
남영돈,목살,13000
남영돈,가브리살,15000
한냄비,샤브샤브 쇠고기 (미국산목심 150g),16900
한냄비,샤브샤브 쇠고기 (한우 150g),23900
한냄비,스키야키 쇠고기 (미국산 150g),16900
한냄비,스키야키 쇠고기 (한우 150g),23900
한냄비,새우어묵,5000
Pussy Foot Saloon,셸위댄스,26000
Pussy Foot Saloon,라돌체비타,26000
Pussy Foot Saloon,더 세븐 잇치,26000
Pussy Foot Saloon,브레이크페스트 마티니,22000
루트,그린 볼,13000
루트,레드 볼,13000
루트,오렌지 볼,9500
루트,옐로우 볼,16000
루트,라임 볼,13000
스즈란테이,로스까스고쟁,11000
스즈란테이,냄비우동고쟁,14000
스즈란테이,자루소바고쟁,14000
스즈란테이,아나고고쟁,20000
스즈란테이,도시락,15000
오츠커피,아메리카노,4000
오츠커피,카페라떼,4500
오츠커피,모카라떼,4500
오츠커피,오츠라떼,4500
오츠커피,생과일티,5000
한남작업실,아메리카노,5500
한남작업실,카페라테,6000
한남작업실,애플시나몬,7000
한남작업실,로얄밀크티,8000
한남작업실,뱅쇼,8000
한방통닭,한방통닭,19000
한방통닭,바베큐 모듬구이,25000
한방통닭,바베큐 양념구이,22000
부첼리하우스,내등심 (100g),44000
부첼리하우스,등심꽃 (100g),48000
부첼리하우스,안심 (100g),48000
부첼리하우스,클래식새우크림파스타,29000
부첼리하우스,판콘토마테,5000
노아,진정한 버섯 피자(2인분),22000
노아,꽃게로제파스타,20000
캘리포니아키친앤크래프트펍,캘리버거 더블 단품,11000
캘리포니아키친앤크래프트펍,캘리버거 싱글 단품,9000
캘리포니아키친앤크래프트펍,척의 칠리 나쵸 (S),12000
캘리포니아키친앤크래프트펍,파스트라미루벤 샌드위치 단품,19000
캘리포니아키친앤크래프트펍,부리또,11000
누랑즈뉘,누랑즈뉘 코스,80000
누랑즈뉘,누랑즈뉘 런치 코스,40000
화양연가,양갈비 (200g),21000
화양연가,양전골 (200g),20000
화양연가,쌀국수,3000
화양연가,열무국수,3000
화양연가,누룽지,2000
다운타우너 한남점,아보카도버거,9300
다운타우너 한남점,갈릭버터 프라이즈,6300
다운타우너 한남점,베이컨치즈버거,7800
다운타우너 한남점,치즈버거,6800
다운타우너 한남점,더블더블버거,9800
보니스피자펍,로토루아치즈(Party),23000
보니스피자펍,페퍼로니 (Party),23000
보니스피자펍,하와이안 (Party),23000
보니스피자펍,스파이시치킨 (Party),23000
보니스피자펍,베지유토피아 (Party),23000
매니멀스모크하우스,Two Meat 플래터,36900
매니멀스모크하우스,Three Meat 플래터,46800
매니멀스모크하우스,매니멀플래터 (4-5인),99900
매니멀스모크하우스,핏마스터플래터 (5-6인),143900
마렘마트라토리아휴업중,마렘마 뽀모도로,21000
마렘마트라토리아휴업중,밀크리조또,25000
마렘마트라토리아휴업중,램숄더라구,27000
마렘마트라토리아휴업중,프라운 링귀니,27000
마렘마트라토리아휴업중,포르치니 머쉬룸 리조또,35000
우스블랑 1호점,몽블랑,3900
우스블랑 1호점,후추 크로아상,3000
우스블랑 1호점,뺑 오 쇼콜라,3800
우스블랑 1호점,감자샐러드,4600
우스블랑 1호점,깔조네,4200
코레아노스키친 녹사평점,커플스키즐,35000
코레아노스키친 녹사평점,갈비타코,8500
코레아노스키친 녹사평점,알파스토르 퀘사디아,12000
코레아노스키친 녹사평점,타코 플래터,25000
코레아노스키친 녹사평점,파티 스키즐,58000
울프소셜클럽,아메리카노 (HOT),4000
울프소셜클럽,아메리카노 (ICE),4500
울프소셜클럽,라떼 (HOT),4500
울프소셜클럽,라떼 (ICE),5000
울프소셜클럽,버터크림헤븐 (HOT),6000
다츠,연두부 샐러드,15000
