식당이름,구분,평점,주소,영업시간,전화번호,리뷰수
계탄집, 닭 / 오리 요리,4.2,서울시 광진구 자양동 553-264,17:00 - 00:30,02-464-6804,33
송화양꼬치, 기타 중식,4.2,서울시 광진구 자양동 11-2,11:00 - 02:00,02-462-7826,30
마우로아, 칵테일 / 와인,4.2,서울시 광진구 중곡동 158-24 1F,18:00 - 01:00,010-8796-0635,26
서북면옥, 국수 / 면 요리,4.1,서울시 광진구 구의동 80-47,11:30 - 21:00,02-457-8319,150
로얄인디안레스토랑, 인도 음식,4.1,서울시 광진구 화양동 49-13,11:00 - 21:30,02-466-8809,42
감성당, 이탈리안,4.1,서울시 광진구 화양동 47-15,12:00 - 24:00,02-463-8789,31
화양식당, 정통 중식 / 일반 중식,4.1,서울시 광진구 화양동 16-84,일,,32
LAB41, 기타 양식,4.1,서울시 광진구 능동 276-4 2F,월-목: 11:00 - 24:00 금-토: 11:00 - 01:00 일: 11:00 - 22:00,070-4086-0703,34
수퍼슬라이더스, 브런치 / 버거 / 샌드위치,4.1,서울시 광진구 화양동 12-41,11:30 - 22:00,02-6397-7186,38
고향양꼬치, 기타 중식,4.1,서울시 광진구 자양동 5-12 1F,11:30 - 01:30,02-498-3618,26
뱃놈, 해산물 요리,4.1,서울시 광진구 군자동 373-9,월-금: 16:00 - 01:30 토: 15:00 - 03:30,010-4208-5412,17
꼬메노, 카페 / 디저트,4.0,서울시 광진구 화양동 16-24,월-금: 13:00 - 23:30 토-일: 12:00 - 24:00,02-468-5177,63
다원식당, 이탈리안,4.0,서울시 광진구 화양동 8-50 4F,18:00 - 01:00,070-8500-0000,25
Index, 카페 / 디저트,4.0,서울시 광진구 자양동 17-1 3F,11:00 - 22:00,02-2122-1259,32
라멘다이야, 라멘 / 소바 / 우동,4.0,서울시 광진구 자양동 606-45,11:30 - 20:30,010-3583-8412,20
뺑드램, 베이커리,4.0,서울시 광진구 자양동 609-6 1F,08:00 - 22:00,02-454-7795,36
궤도에오르다, 기타 한식,4.0,서울시 광진구 화양동 499-1 건희빌딩 1F,10:00 - 23:00,02-446-5755,55
콩이네, 기타 한식,4.0,서울시 광진구 중곡동 229-16 중곡제일시장 103호,"3,500원",,16
유키노하나, 회 / 스시,4.0,서울시 광진구 화양동 8-86,월-토: 18:00 - 04:00 일: 18:00 - 02:00,02-6085-9512,27
쭈꾸미킹, 해산물 요리,4.0,서울시 광진구 화양동 10-1 한아름쇼핑센터,11:00 - 22:30,02-462-7191,25
비에이치테이블, 브런치 / 버거 / 샌드위치,4.0,서울시 광진구 자양동 775-10,10:00 - 19:00,010-7171-7671,15
케루악, 돈부리 / 일본 카레 / 벤토,4.0,서울시 광진구 자양동 640-34,11:30 - 21:00,02-455-6525,13
스미다, 카페 / 디저트,4.0,서울시 광진구 중곡동 142-26,수,070-4101-0011,12
FEFE, 카페 / 디저트,4.0,서울시 광진구 자양동 606-10 3F,,070-4121-2503,5
부리토 피아, 남미 음식,4.0,서울시 광진구 화양동 504-2,09:00 - 20:00,02-447-0018,8
피자힐, 이탈리안,3.9,서울시 광진구 광장동 22-1 비스타 워커힐 별관,11:00 - 23:00,02-450-4699,158
우마이도, 라멘 / 소바 / 우동,3.9,서울시 광진구 화양동 3-29,11:30 - 21:15,02-467-8788,241
칼레오커피로스터스, 카페 / 디저트,3.9,서울시 광진구 자양동 226-42 1F,월-금: 10:00 - 21:00 토: 10:00 - 18:00,02-447-3838,48
고래바, 칵테일 / 와인,3.9,서울시 광진구 자양동 630-37 2F,화-금 : 17:00 - 22:00 토-일: 15:00 - 22:00,070-4300-4312,12
라구뜨, 뷔페,3.9,서울시 광진구 자양동 227-342,07:00 - 21:30,02-2218-5770,27
부탄츄, 라멘 / 소바 / 우동,3.9,서울시 광진구 화양동 5-105,11:00 - 21:00,02-469-3304,15
깍뚝, 고기 요리,3.9,서울시 광진구 화양동 111-161,16:00 - 02:00,02-466-0106,20
매화반점, 기타 중식,3.8,서울시 광진구 자양동 5-11,14:00 - 03:00,02-498-1939,188
미분당, 베트남 음식,3.8,서울시 광진구 화양동 12-42 1F,11:00 - 21:00,070-5103-9794,98
골목에골목, 기타 한식,3.8,서울시 광진구 화양동 11-39 2F,11:30 - 21:00,02-468-9166,75
명월관, 고기 요리,3.8,서울시 광진구 광장동 22-1 비스타 워커힐 별관,월-금: 12:00 - 22:00 토: 12:00 - 21:00,02-450-4595,30
래빗홀 버거컴퍼니, 브런치 / 버거 / 샌드위치,3.8,서울시 광진구 화양동 490-2 1F,11:00 - 21:00,02-446-0424,28
돕감자탕전문점, 탕 / 찌개 / 전골,3.7,서울시 광진구 화양동 9-22,00:00 - 24:00,02-499-2838,79
매화반점, 기타 중식,3.7,서울시 광진구 자양동 4-11,12:00 - 01:00,02-462-1939,43
어멍네고기국수, 국수 / 면 요리,3.7,서울시 광진구 화양동 33-30,,02-467-5253,11
호야초밥참치전문점, 회 / 스시,3.6,서울시 광진구 화양동 12-36,11:30 - 24:00,02-461-3739,383
신토불이떡볶이, 기타 한식,3.6,서울시 광진구 구의동 52-17,11:00 - 23:00,02-457-2475,202
벨롱에스프레소, 카페 / 디저트,3.6,서울시 광진구 화양동 110-40 1F,11:00 - 23:00,02-2201-2266,23
하이디라오, 기타 중식,3.6,서울시 광진구 화양동 4-20 스타시티 영존 A동 2F,10:00 - 03:00,02-456-5683,21
헤르만쿠키, 카페 / 디저트,3.6,서울시 광진구 구의동 241-10,월-금: 12:30 - 20:00 토: 11:00 - 20:00,010-2207-0907,19
감성타코, 남미 음식,3.6,서울시 광진구 화양동 10-1 2F,12:00 - 22:00,02-462-8883,13
아오스요거트, 카페 / 디저트,3.6,서울시 광진구 화양동 16-20,월-금: 08:00 - 21:00 토: 10:30 - 21:00,070-8111-9451,8
오페떼, 카페 / 디저트,3.6,서울시 광진구 화양동 5-106,10:00 - 23:30,070-4139-3664,14
김피라, 기타 한식,3.5,서울시 광진구 화양동 5-20,일-목: 11:00 - 22:00 금-토: 11:00 - 23:00,02-463-0860,25
도치피자, 이탈리안,3.5,서울시 광진구 구의동 218-10,11:30 - 22:00,02-446-8006,30
신사소곱창, 고기 요리,3.4,서울시 광진구 화양동 10-8,월-토: 17:00 - 02:00 일: 17:00 - 01:00,02-2205-0103,58
도쿄빙수, 카페 / 디저트,3.4,서울시 광진구 화양동 10-2 1F,12:00 - 22:00  ,02-466-2012,30
멘쇼, 라멘 / 소바 / 우동,3.4,서울시 광진구 화양동 1-10,11:30 - 21:30,02-499-8788,30
함흥본가면옥, 국수 / 면 요리,3.4,서울시 광진구 화양동 302-11,11:00 - 22:00,02-447-8806,26
겐로쿠우동, 라멘 / 소바 / 우동,3.4,서울시 광진구 화양동 5-106,11:30 - 22:00,02-465-8545,59
민벅, 이탈리안,3.3,서울시 광진구 화양동 10-1 한아름쇼핑센터,11:30 - 22:00  ,02-469-4455,31
니뽕내뽕, 정통 중식 / 일반 중식,3.3,서울시 광진구 자양동 10-45,11:30 - 22:00,02-499-1828,47
나루가온, 국수 / 면 요리,3.1,서울시 광진구 광장동 102,11:30 - 22:30,02-3436-7100,14
프랭크버거, 브런치 / 버거 / 샌드위치,2.8,서울시 광진구 화양동 9-50 1F 104호,09:30 - 24:00,0507-1435-4886,5
쉐프의콜렉션, 회 / 스시,,서울시 광진구 구의동 589-10 1F,,0507-1322-5963,42
Fmm카페, 카페 / 디저트,,서울시 광진구 군자동 102-3,월-금: 09:30 - 21:30 토-일: 09:00 - 23:00,02-462-6651,20
독도수산, 해산물 요리,,서울시 광진구 자양동 553-303,11:30 - 04:00,02-2205-2626,7
한강풍천장어, 해산물 요리,,서울시 광진구 자양동 44-2,12:00 - 24:00,02-464-1776,1
대가식당, 고기 요리,,서울시 광진구 구의동 201-4,11:00 - 22:00,02-455-7866,7
샹그리라, 카페 / 디저트,,서울시 광진구 화양동 90-4,13:00 - 22:00,02-466-9998,7
스시안, 회 / 스시,,서울시 광진구 중곡동 93-50 1F,,02-3436-2120,3
아비앙또플라워, 카페 / 디저트,,서울시 광진구 자양동 600-29 1F,,0507-1348-4726,3
커피점빵, 카페 / 디저트,,서울시 광진구 광장동 272-4,,02-2201-8493,13
몽몽공장 캐러멜 티라미수, 카페 / 디저트,,서울시 광진구 화양동 3-60 1F,11:00 - 20:00,0507-1401-2710,12
에케, 카페 / 디저트,,서울시 광진구 중곡동 150-14,,02-444-0909,6
세인트바츠, 카페 / 디저트,,서울시 광진구 구의동 252-100 1F 101호,21:30,0507-1378-7646,2
신선설농탕, 탕 / 찌개 / 전골,,서울시 광진구 광장동 240-1,00:00 - 24:00,02-446-9944,12
카페몽당, 카페 / 디저트,,서울시 광진구 광장동 350-4,,070-4116-7922,1
땅코참숯구이, 고기 요리,,서울시 광진구 구의동 257-101,월-금: 16:00 - 24:00 토-일: 12:00 - 24:00,02-455-9992,4
애슐리퀸즈, 뷔페,,서울시 광진구 화양동 4-20 스타시티영존,11:00 - 22:00,02-3436-1033,6
충만치킨, 치킨 / 호프 / 펍,,서울시 광진구 자양동 5-70,,02-466-6832,5
XOXO MACARON, 카페 / 디저트,,서울시 광진구 구의동 80-5 1F,,,3
청주명문도너츠, 카페 / 디저트,,서울시 광진구 구의동 80-37,09:00 - 22:00,02-453-8001,17
스시히로바미니, 회 / 스시,,서울시 광진구 광장동 250 신동아파밀리에아파트 상가동 1F,,02-457-0203,6
술시, 일반 주점,,서울시 광진구 능동 220-9,,02-458-5300,0
라멘미세, 라멘 / 소바 / 우동,,서울시 광진구 중곡동 341-20,,02-446-5727,10
콩예원, 한정식 / 백반 / 정통 한식,,서울시 광진구 광장동 102,,02-444-3331,6
이타주의, 다국적 퓨전,,서울시 광진구 자양동 846-10 2F,월-목: 18:00 - 02:00 금-토: 18:00 - 04:00,010-6265-0446,6
희식주, 전통 주점 / 포차,,서울시 광진구 자양동 553-260 1F,월-목: 18:00 - 01:00 금-토: 17:00 - 01:00,010-9124-9112,4
포보스, 베트남 음식,,서울시 광진구 화양동 8-50 2F,,02-6952-8060,2
피자컴퍼니, 기타 양식,,서울시 광진구 능동 320-37 1F,12:00 - 23:30,02-454-2496,8
엘리펀트, 카페 / 디저트,,서울시 광진구 자양동 250-10,12:00 - 24:00,010-9551-3330,3
인투더크림, 카페 / 디저트,,서울시 광진구 구의동 610 현대아파트6단지 상가 1F,화-금: 12:00 - 19:00,070-7799-2204,1
테이큰커피, 카페 / 디저트,,서울시 광진구 화양동 504-2,월-금: 08:00 - 23:00 토-일: 10:00 - 23:00,070-8807-9846,9
열매제과점, 카페 / 디저트,,서울시 광진구 화양동 36-60,,010-5814-3738,3
마냐나, 스테이크 / 바베큐,,서울시 광진구 구의동 201-8 진넥스베르디엠빌딩,월-금: 15:00 - 24:00 토: 12:00 - 24:00 일: 12:00 - 21:00,02-446-8222,11
뉴욕떡볶이, 기타 한식,,서울시 광진구 군자동 102-3,10:30 - 22:30,02-6071-8088,10
퍼틴, 베트남 음식,,서울시 광진구 화양동 12-70,월-목: 11:00 - 21:00 금-일: 11:00 - 21:30,02-466-5468,5
더스파이시, 기타 한식,,서울시 광진구 화양동 8-100,,02-468-1983,1
또래끼리, 한정식 / 백반 / 정통 한식,,서울시 광진구 군자동 102-11,10:00 - 21:00,02-469-6684,16
릴리베이커리, 베이커리,,서울시 광진구 화양동 11-30,,02-469-0888,6
카페온더플랜, 카페 / 디저트,,서울시 광진구 화양동 90-3,,02-462-1020,6
주민커피, 카페 / 디저트,,서울시 광진구 자양동 630-16,,02-444-1266,4
카페구공, 카페 / 디저트,,서울시 광진구 중곡동 114-1,일,070-4338-5667,2
신선설농탕, 탕 / 찌개 / 전골,,서울시 광진구 자양동 766-10,00:00 - 24:00,02-454-7944,2
채선당, 탕 / 찌개 / 전골,,서울시 광진구 군자동 503,11:00 - 21:30,02-462-4555,1
도토리음식전문점, 한정식 / 백반 / 정통 한식,,서울시 광진구 광장동 246-10,11:30 - 22:00,02-456-9693,4
비스크, 이탈리안,,서울시 광진구 중곡동 40-14 창원빌딩 1F,,02-446-5769,3
듬뿍칼국수, 국수 / 면 요리,,서울시 광진구 구의동 212-20,11:30 - 21:00,02-456-0415,3
최옥남국수집, 국수 / 면 요리,,서울시 광진구 화양동 20-25 1F,,010-9204-7780,2
치어스, 치킨 / 호프 / 펍,,서울시 광진구 자양동 608-17,16:00 - 02:00,02-447-0623,0
꼼주, 일반 주점,,서울시 광진구 화양동 9-50,17:00 - 02:00,010-5137-1675,8
미친양꼬치, 기타 중식,,서울시 광진구 화양동 5-70,15:00 - 01:00,02-462-3347,6
역전우동0410, 라멘 / 소바 / 우동,,서울시 광진구 자양동 7-25,00:00 - 24:00,02-464-0410,5
라보리, 카페 / 디저트,,서울시 광진구 자양동 210-2,,070-7793-9450,1
화양양꼬치, 기타 중식,,서울시 광진구 화양동 9-50,15:00 - 03:00,02-461-5889,4
용범이네인계동껍데기, 고기 요리,,서울시 광진구 화양동 9-90,,010-3200-8596,3
비스트로클로이, 이탈리안,,서울시 광진구 구의동 200-8,,02-3436-1980,2
새마을39운동포차, 일반 주점,,서울시 광진구 화양동 8-102,,02-499-3903,1
춘선만두, 딤섬 / 만두,,서울시 광진구 군자동 102-13,09:30 - 23:30,02-466-4398,5
더이퀼리브리엄커피, 카페 / 디저트,,서울시 광진구 자양동 7-30,월-금: 10:00 - 22:00 토-일: 11:00 - 21:00,070-8834-1179,2
팔월잔칫날, 고기 요리,,서울시 광진구 광장동 330-3,16:30 - 24:00,02-454-0908,4
이차돌, 고기 요리,,서울시 광진구 화양동 11-10,15:00 - 02:00,02-466-0246,4
버거비, 브런치 / 버거 / 샌드위치,,서울시 광진구 구의동 212-20 1F,,02-457-9260,3
8빵, 베이커리,,서울시 광진구 능동 234-40 1F,,010-7408-8042,2
돈수작, 고기 요리,,서울시 광진구 능동 220-12,,02-455-4535,2
WWW, 카페 / 디저트,,서울시 광진구 중곡동 50-19,,0507-1336-3117,0
우리식당, 한정식 / 백반 / 정통 한식,,서울시 광진구 화양동 507-3,11:00 - 20:30,02-457-6093,4
라이거마라탕, 기타 중식,,서울시 광진구 자양동 507-6 103호,,02-447-7776,4
돈가츠펍타임, 까스 요리,,서울시 광진구 화양동 5-20,,02-497-4318,5
미스사이공, 베트남 음식,,서울시 광진구 자양동 1-20,,02-461-4847,3
메이탄, 정통 중식 / 일반 중식,,서울시 광진구 구의동 202-6,,02-454-6688,2
브레드팩토리빵야, 베이커리,,서울시 광진구 자양동 650-26,08:30 - 23:00,02-444-3676,1
크레파스분식, 기타 한식,,서울시 광진구 구의동 250-36,10:00 - 22:00,02-454-7179,11
스시텐, 회 / 스시,,서울시 광진구 자양동 507-6 이튼타워리버,11:30 - 22:00,02-444-9248,6
폽타이, 태국 음식,,서울시 광진구 자양동 605-3 1F,,02-444-7112,5
길이식당, 기타 중식,,서울시 광진구 화양동 508-2,10:00 - 22:00,02-3436-8816,4
더스푼77, 남미 음식,,서울시 광진구 자양동 630-24,17:00 - 01:00,02-454-4176,3
다올, 회 / 스시,,서울시 광진구 자양동 590,11:30 - 22:30,02-457-0255,3
선자케이크, 카페 / 디저트,,서울시 광진구 자양동 553-260 1F,,0507-1388-6559,1
고오기, 고기 요리,,서울시 광진구 자양동 510-5,16:00 - 24:00,02-444-1085,4
달팽이부엌, 기타 한식,,서울시 광진구 자양동 602-6,,02-6952-2677,4
밀내음단팥빵, 베이커리,,서울시 광진구 자양동 510-5,08:00 - 22:00,02-447-3773,3
홍매반점, 정통 중식 / 일반 중식,,서울시 광진구 자양동 4-10,11:30 - 01:00,02-498-3872,3
와플그란데, 카페 / 디저트,,서울시 광진구 군자동 130-52,,02-466-5767,2
본가마포숯불갈비, 고기 요리,,서울시 광진구 구의동 29-10,,02-457-1222,4
가장맛있는족발, 고기 요리,,서울시 광진구 능동 222-10 1F,,02-447-3391,2
돈조은날삼겹살, 고기 요리,,서울시 광진구 화양동 496-10,12:00 - 24:00,02-458-6463,3
카페모든날, 카페 / 디저트,,서울시 광진구 자양동 227-130,월-금: 09:30 - 21:00 토-일: 10:00 - 21:00,02-6082-2746,2
본죽, 기타 한식,,서울시 광진구 광장동 580 현대홈타운광장12차 1202동 B1 108호,월-토: 08:30 - 22:00 일: 09:30 - 22:00,02-455-2933,1
카페올리브, 카페 / 디저트,,서울시 광진구 중곡동 169-10,                      메뉴,02-3409-4509,1
썰티스개라쥐, 치킨 / 호프 / 펍,,서울시 광진구 화양동 8-50,17:00 - 03:00,02-461-5030,1
서울초밥, 회 / 스시,,서울시 광진구 구의동 257-103,,02-456-7753,1
준성이네, 기타 중식,,서울시 광진구 자양동 851-20,,070-4038-0628,1
조그삼, 고기 요리,,서울시 광진구 화양동 10-14,,070-8839-2574,1
180커피로스터스, 카페 / 디저트,,서울시 광진구 자양동 17-14,,,2
홍콩반점0410, 정통 중식 / 일반 중식,,서울시 광진구 화양동 7-4,00:00 - 24:00,02-466-0410,8
방이샤브샤브칼국수, 탕 / 찌개 / 전골,,서울시 광진구 자양동 8-30,10:00 - 24:00,02-469-6633,6
포항막회, 해산물 요리,,서울시 광진구 화양동 8-50,16:00 - 02:00,02-469-1386,5
언리미티드, 칵테일 / 와인,,서울시 광진구 화양동 9-80 B1,18:00 - 04:30,010-2810-9293,5
한밥, 한정식 / 백반 / 정통 한식,,서울시 광진구 구의동 220-9,11:00 - 21:00,02-456-9296,3
포차조개구이, 해산물 요리,,서울시 광진구 중곡동 80-11,,,3
장수분식, 기타 한식,,서울시 광진구 화양동 3-20,11:30 - 21:00,02-467-9599,4
장암사이, 닭 / 오리 요리,,서울시 광진구 화양동 210 1F,16:00 - 04:00,02-468-9952,3
주꾸미, 해산물 요리,,서울시 광진구 화양동 5-70,14:00 - 02:00,02-497-8725,2
해남닭집, 치킨 / 호프 / 펍,,서울시 광진구 화양동 12-40,월-토: 10:00 - 23:00 일: 12:00 - 22:00,02-466-4656,2
스타벅스, 카페 / 디저트,,서울시 광진구 구의동 589-10 구의아크로리버,,02-758-8759,2
불난떡볶이, 기타 한식,,서울시 광진구 화양동 504-2,11:00 - 01:00,02-444-4343,2
이야기를담은라멘, 라멘 / 소바 / 우동,,서울시 광진구 화양동 220 1F,10:00 - 22:00,070-4190-0715,2
D 27, 이자카야 / 오뎅 / 꼬치,,서울시 광진구 군자동 146-10,월-목: 17:30 - 02:00 금-토: 17:30 - 03:00,02-465-5005,2
스시댄, 회 / 스시,,서울시 광진구 자양동 510-5,,02-2201-1888,2
홍콩반점0410, 정통 중식 / 일반 중식,,서울시 광진구 구의동 246-59 1F,,02-3436-0410,3
Mau, 카페 / 디저트,,서울시 광진구 화양동 33-30 1F,12:00 - 유동적,010-9850-7499,3
싱글하우스, 칵테일 / 와인,,서울시 광진구 자양동 10-39,,070-8866-1256,2
카페노어스, 카페 / 디저트,,서울시 광진구 구의동 610 현대아파트 6단지상가 1F,,02-455-2665,2
줄리앤몰리, 카페 / 디저트,,서울시 광진구 자양동 630-42 1F,,0507-1317-4618,2
코마찌, 정통 일식 / 일반 일식,,서울시 광진구 광장동 320-8,일,02-452-2336,1
이튼104, 카페 / 디저트,,서울시 광진구 자양동 507-6,,02-6015-4476,1
무한정수제돈까스, 기타 한식,,서울시 광진구 군자동 102-37,10:30 - 21:00,02-469-3122,15
백철판0410, 닭 / 오리 요리,,서울시 광진구 화양동 8-26,11:00 - 03:00,02-499-0410,4
모다미육, 고기 요리,,서울시 광진구 화양동 21-20,월-금: 11:30 - 23:00 토: 17:00 - 23:00,010-8571-7970,3
명동찌개마을, 탕 / 찌개 / 전골,,서울시 광진구 자양동 8-30 1F,10:00 - 24:00,02-461-6633,3
남원본가추어탕, 탕 / 찌개 / 전골,,서울시 광진구 화양동 50-2,,02-499-0499,3
띠아몽베이커리, 베이커리,,서울시 광진구 군자동 103,06:00 - 24:00,02-467-4612,2
김밥천국, 기타 한식,,서울시 광진구 구의동 220-218,00:00 - 24:00,02-444-9160,1
손수제치킨, 치킨 / 호프 / 펍,,서울시 광진구 군자동 150-13,12:00 - 03:00,02-465-0366,1
